City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
106,Kruisfontein,ZA,-34.0033,24.7314,69.76,59,57,13.49,broken clouds
107,Bilibino,RU,68.0546,166.4372,-21.46,99,92,4.59,overcast clouds
108,Sorland,NO,67.667,12.6934,33.66,56,11,13.44,few clouds
109,Sur,OM,22.5667,59.5289,79.61,55,0,12.41,light rain
110,Buala,SB,-8.145,159.5921,83.77,72,84,3.53,light rain
111,Thinadhoo,MV,0.5333,72.9333,82.29,77,100,16.89,light rain
112,Bandarbeyla,SO,9.4942,50.8122,77.18,64,100,19.46,overcast clouds
113,Kibre Mengist,ET,5.8833,38.9833,63.41,63,9,2.93,clear sky
114,La Palma,US,33.8464,-118.0467,55.85,82,0,0.0,clear sky
115,Petapa,GT,14.5028,-90.5517,61.95,93,75,13.8,broken clouds
116,Castro,BR,-24.7911,-50.0119,61.63,96,58,1.99,broken clouds
117,Pevek,RU,69.7008,170.3133,-5.93,99,100,3.33,overcast clouds
118,Ambilobe,MG,-13.2,49.05,82.56,69,27,1.59,light rain
119,Neosho,US,36.869,-94.368,45.41,89,100,5.12,overcast clouds
120,Arraial Do Cabo,BR,-22.9661,-42.0278,72.68,93,1,7.25,clear sky
121,Longyearbyen,SJ,78.2186,15.6401,17.44,79,0,10.36,clear sky
122,Ambagarh Chauki,IN,20.7833,80.7167,72.88,31,98,10.69,overcast clouds
123,Vila Velha,BR,-20.3297,-40.2925,76.95,97,75,4.61,broken clouds
124,Saryozek,KZ,44.3583,77.9753,7.03,69,1,3.27,clear sky
125,Georgetown,MY,5.4112,100.3354,85.93,82,20,10.36,few clouds
126,Dunedin,NZ,-45.8742,170.5036,58.68,82,62,7.58,light rain
127,Yar-Sale,RU,66.8333,70.8333,-0.67,94,98,12.73,overcast clouds
128,Kavieng,PG,-2.5744,150.7967,83.86,71,48,4.92,scattered clouds
129,Nishihara,JP,26.1842,127.7558,76.28,61,20,18.41,few clouds
130,Tuatapere,NZ,-46.1333,167.6833,56.98,93,100,5.91,overcast clouds
131,Chernyshevskiy,RU,63.0128,112.4714,-12.37,96,100,2.26,overcast clouds
132,Mananara,MG,-16.1667,49.7667,79.18,73,50,6.15,light rain
133,Port Hardy,CA,50.6996,-127.4199,39.43,80,100,27.4,overcast clouds
134,Tinoto,PH,5.8867,125.0706,90.57,55,20,1.14,few clouds
135,Thompson,CA,55.7435,-97.8558,14.16,92,75,6.91,light snow
136,Cidreira,BR,-30.1811,-50.2056,70.2,94,31,15.37,scattered clouds
137,Pavlikeni,BG,43.2428,25.3219,42.03,78,50,3.76,scattered clouds
138,Tingi,TZ,-11.3,35.0333,67.3,81,97,3.91,light rain
139,Port Blair,IN,11.6667,92.75,86.04,74,40,4.61,scattered clouds
140,Yulara,AU,-25.2406,130.9889,105.35,15,28,16.33,scattered clouds
141,Isangel,VU,-19.55,169.2667,84.29,71,100,7.29,overcast clouds
142,San Rafael Del Sur,NI,11.8485,-86.4384,74.35,75,0,11.77,clear sky
143,Husavik,IS,66.0449,-17.3389,30.16,81,100,1.57,overcast clouds
144,Santa Cruz,BO,-17.8,-63.1667,80.06,78,86,10.36,overcast clouds
145,Yumen,CN,40.2833,97.2,17.91,52,87,12.01,overcast clouds
146,Goderich,CA,43.7501,-81.7165,29.91,56,89,14.41,overcast clouds
147,Rocha,UY,-34.4833,-54.3333,68.9,94,100,13.33,light rain
148,Leningradskiy,RU,69.3833,178.4167,-8.9,93,95,3.4,overcast clouds
149,Faanui,PF,-16.4833,-151.75,79.93,73,38,6.6,scattered clouds
150,Tsaratanana,MG,-16.7833,47.65,80.78,52,1,10.13,clear sky
151,Roald,NO,62.5833,6.1333,28.76,68,30,13.8,scattered clouds
152,Pleshanovo,RU,52.8333,53.4833,5.32,84,61,7.65,broken clouds
153,Airai,TL,-8.9266,125.4092,79.32,39,78,6.24,broken clouds
154,Bloemfontein,ZA,-29.1211,26.214,67.08,67,52,6.82,broken clouds
155,Pangody,RU,65.85,74.4859,-1.21,95,100,11.27,overcast clouds
156,Nanortalik,GL,60.1432,-45.2371,21.54,81,5,6.42,clear sky
157,Gilbues,BR,-9.8317,-45.3439,70.88,83,63,3.24,broken clouds
158,Bengkulu,ID,-3.8004,102.2655,82.8,67,100,6.69,overcast clouds
159,Maldonado,UY,-34.6667,-54.9167,66.22,71,99,12.37,overcast clouds
160,Maxixe,MZ,-23.8597,35.3472,79.34,65,46,6.17,scattered clouds
161,Tutoia,BR,-2.7619,-42.2744,79.21,83,47,12.3,scattered clouds
162,Clarence Town,AU,-32.5833,151.7833,70.14,50,99,7.27,overcast clouds
163,Mahon,ES,39.8885,4.2658,57.76,100,75,4.61,broken clouds
164,Wanning,CN,18.8003,110.3967,73.78,67,83,11.79,broken clouds
165,Riyadh,SA,24.6877,46.7219,53.74,76,98,6.55,heavy intensity rain
166,Kuching,MY,1.55,110.3333,88.05,78,40,5.01,scattered clouds
167,Bonthe,SL,7.5264,-12.505,77.47,83,34,1.36,light rain
168,Locri,IT,38.2414,16.2623,67.32,79,100,6.13,overcast clouds
169,Maniitsoq,GL,65.4167,-52.9,33.78,69,100,16.84,overcast clouds
170,Kandrian,PG,-6.2167,149.55,82.78,80,99,4.76,moderate rain
171,Lavrentiya,RU,65.5833,-171.0,14.65,91,96,4.92,overcast clouds
172,Adre,TD,13.4667,22.2,61.5,20,59,15.68,broken clouds
173,Alice Springs,AU,-23.7,133.8833,105.35,10,5,11.5,clear sky
174,Hambantota,LK,6.1241,81.1185,80.29,80,95,14.07,overcast clouds
175,Torbay,CA,47.6666,-52.7314,38.75,97,100,13.0,fog
176,Hangu,CN,39.2489,117.7892,37.44,23,1,11.88,clear sky
177,Madang,PG,-5.2246,145.7966,84.72,67,100,4.03,overcast clouds
178,Miraflores,MX,19.2167,-98.8083,58.03,58,1,2.48,clear sky
179,Norman Wells,CA,65.282,-126.8329,-4.99,97,100,3.83,overcast clouds
180,Busselton,AU,-33.65,115.3333,70.59,42,80,10.31,broken clouds
181,Cayenne,GF,4.9333,-52.3333,75.24,94,20,4.61,few clouds
182,Pisco,PE,-13.7,-76.2167,68.05,83,0,10.36,clear sky
183,Koygorodok,RU,60.445,50.9968,15.24,94,100,5.53,light snow
184,Barcelos,PT,41.5388,-8.6151,50.92,90,47,4.14,scattered clouds
185,Taoudenni,ML,22.6783,-3.9836,72.32,16,39,4.94,scattered clouds
186,Novi Pazar,RS,43.1367,20.5122,48.29,97,100,3.58,overcast clouds
187,Cabra,ES,37.4725,-4.4421,52.86,93,100,9.1,overcast clouds
188,Marystown,CA,47.1666,-55.1483,38.52,81,64,12.95,broken clouds
189,Patacamaya,BO,-17.2333,-67.9167,46.92,83,81,6.31,broken clouds
190,Liverpool,GB,53.4106,-2.9779,35.82,94,90,9.89,snow
191,Mozarlandia,BR,-14.7447,-50.5706,71.29,97,100,5.03,light rain
192,Labelle,US,26.7617,-81.4384,69.82,81,0,4.74,clear sky
193,Saurimo,AO,-9.6608,20.3916,62.76,95,98,1.43,overcast clouds
194,Trelleborg,SE,55.3751,13.1569,33.75,78,100,1.03,overcast clouds
195,Vanderhoof,CA,54.0166,-124.0198,7.12,99,100,1.97,overcast clouds
196,Grand Gaube,MU,-20.0064,57.6608,76.37,78,84,11.01,light rain
197,East London,ZA,-33.0153,27.9116,72.84,71,96,16.49,overcast clouds
198,Salamiyah,SY,35.0113,37.0532,50.4,80,2,2.93,clear sky
199,Ondangwa,NA,-17.9167,15.95,76.59,32,64,3.22,broken clouds
200,Mazatlan,MX,23.2167,-106.4167,73.02,90,0,4.0,clear sky
201,Nikolskoye,RU,59.7035,30.7861,22.89,98,89,3.74,overcast clouds
202,Avarua,CK,-21.2078,-159.775,75.25,83,100,5.75,light rain
203,Tautira,PF,-17.7333,-149.15,79.09,74,22,5.99,light rain
204,Lebu,CL,-37.6167,-73.65,55.42,86,97,7.9,overcast clouds
205,Chuy,UY,-33.6971,-53.4616,71.64,76,96,0.76,overcast clouds
206,Pangnirtung,CA,66.1451,-65.7125,3.31,99,100,4.03,light snow
207,Ilulissat,GL,69.2167,-51.1,33.82,47,20,20.71,few clouds
208,Aklavik,CA,68.2191,-135.0107,-0.53,95,100,7.83,overcast clouds
209,La Ronge,CA,55.1001,-105.2842,17.82,97,100,3.0,overcast clouds
210,Imbituba,BR,-28.24,-48.6703,69.35,93,19,10.56,few clouds
211,Walvis Bay,NA,-22.9575,14.5053,60.1,89,1,5.66,clear sky
212,Vila Franca Do Campo,PT,37.7167,-25.4333,68.2,93,100,24.92,moderate rain
213,Broken Hill,AU,-31.95,141.4333,87.12,17,32,6.17,scattered clouds
214,Key West,US,24.5557,-81.7826,80.6,84,0,9.22,clear sky
215,Takoradi,GH,4.8845,-1.7554,78.91,81,2,4.94,clear sky
216,Kinkala,CG,-4.3614,14.7644,67.59,95,62,1.97,broken clouds
217,Marondera,ZW,-18.1853,31.5519,63.1,73,17,1.99,few clouds
218,Yei,SS,4.095,30.6779,70.74,71,98,0.76,light rain
219,Portland,US,45.5234,-122.6762,47.48,94,100,17.27,light rain
220,Lorengau,PG,-2.0226,147.2712,83.61,71,100,4.92,overcast clouds
221,Daru,PG,-9.0763,143.2092,82.04,75,100,2.84,overcast clouds
222,Ippy,CF,6.2679,21.2247,73.81,57,42,3.4,scattered clouds
223,Alyangula,AU,-13.8483,136.4192,89.53,55,98,7.81,overcast clouds
224,Saint George,US,37.1041,-113.5841,39.43,67,0,4.61,clear sky
225,Vostok,RU,46.4856,135.8833,13.03,87,100,7.83,overcast clouds
226,Norden,DE,53.6,7.2,27.97,90,8,9.98,clear sky
227,Mata,PT,40.683,-7.4592,49.93,97,99,0.38,overcast clouds
228,Angoche,MZ,-16.2325,39.9086,80.89,78,9,5.86,light rain
229,Faya,SA,18.3851,42.4509,54.12,69,5,2.48,clear sky
230,Yenagoa,NG,4.9247,6.2642,75.04,92,6,2.91,clear sky
231,Sarab,IR,38.6066,44.9883,34.38,78,77,1.19,broken clouds
232,Talakan,RU,50.3167,130.3667,3.81,88,100,1.99,overcast clouds
233,Touros,BR,-5.1989,-35.4608,77.77,82,39,10.58,scattered clouds
234,Akureyri,IS,65.6835,-18.0878,22.32,94,92,2.35,overcast clouds
235,Mercedes,AR,-34.6515,-59.4307,70.86,86,100,15.21,overcast clouds
236,Meulaboh,ID,4.1363,96.1285,78.3,80,100,5.73,overcast clouds
237,Buin,CL,-33.7333,-70.75,74.12,64,2,2.64,clear sky
238,Victoria,HK,22.2855,114.1577,74.03,69,6,8.99,clear sky
239,Ozernovskiy,RU,51.5,156.5167,27.55,65,100,14.05,light snow
240,Boali,CF,4.8005,18.1275,73.13,64,63,2.08,broken clouds
241,Aguimes,ES,27.9054,-15.4461,66.83,88,75,2.3,broken clouds
242,Moron,AR,-34.6534,-58.6198,73.15,80,100,12.19,overcast clouds
243,Lovozero,RU,68.005,35.0117,11.25,96,100,8.21,overcast clouds
244,College,US,64.8569,-147.8028,-6.95,100,98,2.01,overcast clouds
245,Noumea,NC,-22.2763,166.4572,86.0,99,19,3.74,light rain
246,Boca Do Acre,BR,-8.7522,-67.3978,71.73,99,92,1.97,overcast clouds
247,Marzuq,YE,14.4,46.4667,67.01,39,2,1.3,clear sky
248,Hervey Bay,AU,-25.2986,152.8535,74.35,72,99,15.68,overcast clouds
249,Aqtobe,KZ,50.2797,57.2072,-16.51,76,0,4.47,clear sky
250,Serenje,ZM,-13.2325,30.2352,61.23,96,100,0.56,light rain
251,Hamilton,US,39.1834,-84.5333,46.44,93,100,6.91,mist
252,Beni,CD,0.5,29.4667,63.19,97,100,2.01,overcast clouds
253,Porto Santo,PT,33.072,-16.3415,64.78,77,40,4.61,scattered clouds
254,Guayaramerin,BO,-10.8368,-65.3614,77.31,79,69,2.95,broken clouds
255,Puerto Ayacucho,VE,5.6639,-67.6236,73.71,89,97,2.84,overcast clouds
256,Saldanha,ZA,-33.0117,17.9442,64.94,81,0,3.53,clear sky
257,Ancud,CL,-41.8697,-73.8203,53.31,93,51,5.23,broken clouds
258,Alekseyevsk,RU,57.8406,108.3492,12.54,93,100,11.86,light snow
259,Ishigaki,JP,24.3448,124.1572,72.12,83,2,18.12,clear sky
260,Vardo,NO,70.3705,31.1107,24.78,86,100,6.91,light snow
261,Flin Flon,CA,54.7682,-101.865,12.45,96,100,5.97,overcast clouds
262,Moose Jaw,CA,50.4001,-105.5344,19.92,87,100,9.01,overcast clouds
263,Akom,CM,2.6678,12.7109,65.52,86,58,2.86,broken clouds
264,Kiruna,SE,67.8557,20.2251,7.72,85,100,5.75,overcast clouds
265,Kitob,UZ,39.0843,66.8332,36.57,59,15,0.13,few clouds
266,Kenai,US,60.5544,-151.2583,10.15,90,0,3.44,mist
267,Matara,LK,5.9485,80.5353,80.94,82,99,13.0,heavy intensity rain
